name,full_name,type,city,region,website,admissions_email,phone_main,phone_admissions,vk_url,telegram_url,max_url,address,source_url,parsed_at
"Институт медицинского образования Национального медицинского исследовательского центра имени В. А. Алмазова","Институт медицинского образования Национального медицинского исследовательского центра имени В. А. Алмазова","university","Санкт-Петербург","Санкт-Петербург","http://education.almazovcentre.ru/","pk@almazovcentre.ru","+7 (812) 670-44-83","","","","","г. Санкт-Петербург, ул. Аккуратова, д. 11, лит. А","https://spb.postupi.online/vuz/institut-medicinskogo-obrazovaniya-nmic-im-v-a-almazova/","2026-07-07T00:34:00.161Z"
"Ленинградский государственный университет имени А.С. Пушкина","Ленинградский государственный университет имени А.С. Пушкина","university","Санкт-Петербург","Санкт-Петербург","http://lengu.ru/","priemlgu@lengu.ru","+7 (812) 500-94-89, +7 (812) 465-66-99, +7 (812) 451-94-42, +7 (812) 451-94-44","","","","","г. Санкт-Петербург, г. Пушкин, Петербургское ш., д. 10","https://spb.postupi.online/vuz/lgu-im-pushkina/","2026-07-07T00:34:00.161Z"
"Международный банковский институт имени Анатолия Собчака","Международный банковский институт имени Анатолия Собчака","university","Санкт-Петербург","Санкт-Петербург","https://www.ibispb.ru/","priemka@ibispb.ru","+7 (812) 494-05-05; +7 (812) 570-55; 8 (800) 100-06-44","","","","","г. Санкт-Петербург, ул. Малая Садовая, д. 6","https://spb.postupi.online/vuz/mbi/","2026-07-07T00:34:00.161Z"
"Национальный государственный университет физической культуры, спорта и здоровья имени П.Ф. Лесгафта","Национальный государственный университет физической культуры, спорта и здоровья имени П.Ф. Лесгафта","university","Санкт-Петербург","Санкт-Петербург","http://lesgaft.spb.ru","priemlesgaft@yandex.ru","+7 (812) 714-06-74","","","","","г. Санкт-Петербург, ул. Декабристов, д. 35","https://spb.postupi.online/vuz/ngu-im-p-f-lesgafta/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский филиал Национального исследовательского университета Высшая школа экономики","Санкт-Петербургский филиал Национального исследовательского университета Высшая школа экономики","university","Санкт-Петербург","Санкт-Петербург","https://spb.hse.ru/","abitur-spb@hse.ru","+7 (812) 644-62-12","","","","","г. Санкт-Петербург, ул. Кантемировская, д. 3, корп. 1, лит. А","https://spb.postupi.online/vuz/niu-vshe-v-sankt-peterburge/","2026-07-07T00:34:00.161Z"
"Национальный открытый институт г. Санкт-Петербург","Национальный открытый институт г. Санкт-Петербург","university","Санкт-Петербург","Санкт-Петербург","https://noironline.ru/","info@noispb.ru","+7 (812) 430-07-16, 8 (800) 200-33-43","","","","","г. Санкт-Петербург, ул. Сестрорецкая, д. 6","https://spb.postupi.online/vuz/noi-spb/","2026-07-07T00:34:00.161Z"
"Петербургский государственный университет путей сообщения Императора Александра I","Петербургский государственный университет путей сообщения Императора Александра I","university","Санкт-Петербург","Санкт-Петербург","https://priem.pgups.ru/","primkom@pgups.ru","+7 (812) 457-82-42, 8 (800) 302-06-60","","","","","г. Санкт-Петербург, Московский пр., д. 9","https://spb.postupi.online/vuz/pgups-liizht/","2026-07-07T00:34:00.161Z"
"Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова","Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова","university","Санкт-Петербург","Санкт-Петербург","https://www.1spbgmu.ru/","priemkom@pspbgmu.ru","+7 (812) 338-71-12","","","","","г. Санкт-Петербург, ул. Льва Толстого, д. 6-8","https://spb.postupi.online/vuz/pspbgmu-im-ak-i-p-pavlova/","2026-07-07T00:34:00.161Z"
"Университет Реавиз в Санкт-Петербурге","Университет Реавиз в Санкт-Петербурге","university","Санкт-Петербург","Санкт-Петербург","https://pk.spbreaviz.ru/","spb@reaviz.ru","8 (800) 600-24-00","","","","","г. Санкт-Петербург, ул. Калинина, д. 8, корп. 2, лит. А","https://spb.postupi.online/vuz/reaviz-sankt-peterburg/","2026-07-07T00:34:00.161Z"
"Российский государственный гидрометеорологический университет","Российский государственный гидрометеорологический университет","university","Санкт-Петербург","Санкт-Петербург","http://www.rshu.ru/","dovus@rshu.ru","+7 (812) 372-50-91, +7 (812) 409-13-58, +7 (812) 409-13-56","","","","","г. Санкт-Петербург, Малоохтинский пр., д. 98","https://spb.postupi.online/vuz/rggmu/","2026-07-07T00:34:00.161Z"
"Российский государственный институт сценических искусств","Российский государственный институт сценических искусств","university","Санкт-Петербург","Санкт-Петербург","http://www.rgisi.ru/","pk@rgisi.ru","+7 (812) 493-98-15","","","","","г. Санкт-Петербург, ул. Моховая, д. 33-35","https://spb.postupi.online/vuz/rgisi/","2026-07-07T00:34:00.161Z"
"Российский государственный педагогический университет им. А.И. Герцена","Российский государственный педагогический университет им. А.И. Герцена","university","Санкт-Петербург","Санкт-Петербург","http://www.herzen.spb.ru/","pk@herzen.spb.ru","+7 (812) 643-77-66","","","","","г. Санкт-Петербург, наб. р. Мойки, д. 48, к. 6","https://spb.postupi.online/vuz/rgpu-im-gercena/","2026-07-07T00:34:00.161Z"
"Северо-Западный филиал Российского государственного университета правосудия имени В. М. Лебедева","Северо-Западный филиал Российского государственного университета правосудия имени В. М. Лебедева","university","Санкт-Петербург","Санкт-Петербург","http://nwb.rgup.ru/","priem@szfrgup.ru","+7 (812) 655-64-55","","","","","г. Санкт-Петербург, Александровский парк, д. 5","https://spb.postupi.online/vuz/rgup-severo-zapadnyj-filial/","2026-07-07T00:34:00.161Z"
"Русская христианская гуманитарная академия им. Ф. М. Достоевского","Русская христианская гуманитарная академия им. Ф. М. Достоевского","university","Санкт-Петербург","Санкт-Петербург","https://rhga.ru/","abiturient@rhga.ru","+7 (812) 334-14-41, 314-35-21","","","","","г. Санкт-Петербург, наб. р. Фонтанки, д. 15, лит. А","https://spb.postupi.online/vuz/rhga/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургская академия Следственного комитета Российской Федерации","Санкт-Петербургская академия Следственного комитета Российской Федерации","university","Санкт-Петербург","Санкт-Петербург","http://skspba.ru/","priem@spba.sledcom.ru","+7 (812) 318-22-62","","","","","г. Санкт-Петербург, наб. реки Мойки, д. 96","https://spb.postupi.online/vuz/sankt-peterburgskaya-akademiya-sledstvennogo-komiteta/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный химико-фармацевтический университет","Санкт-Петербургский государственный химико-фармацевтический университет","university","Санкт-Петербург","Санкт-Петербург","http://spcpu.ru/","priem@spcpu.ru","+7 (812) 499-39-20","","","","","г. Санкт-Петербург, ул. Профессора Попова, д. 14","https://spb.postupi.online/vuz/sankt-peterburgskij-gosudarstvennyj-himiko-farmacevticheskij-universitet/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский имени В.Б. Бобкова филиал Российской таможенной академии","Санкт-Петербургский имени В.Б. Бобкова филиал Российской таможенной академии","university","Санкт-Петербург","Санкт-Петербург","https://spbrta.customs.gov.ru/","pk@spbrta.ru","+7 (929) 179-12-82","","","","","г. Санкт-Петербург, ул. Софийская, д. 52, лит. А","https://spb.postupi.online/vuz/sankt-peterburgskij-imeni-v-b-bobkova-filial/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России)","Санкт-Петербургский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России)","university","Санкт-Петербург","Санкт-Петербург","https://spb.rpa-mu.ru/","baskov-16@mail.ru","+7 (812) 677-97-64 (доб. 202)","","","","","г. Санкт-Петербург, Басков переулок, д. 16, литер А","https://spb.postupi.online/vuz/sankt-peterburgskij-institut-filial/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский филиал Финансового университета при Правительстве Российской Федерации","Санкт-Петербургский филиал Финансового университета при Правительстве Российской Федерации","university","Санкт-Петербург","Санкт-Петербург","https://spb.fa.ru/","spb_priem@fa.ru","+7 &#8203;(812) 232-49-71, +7 (812) 232-49-59","","","","","г. Санкт-Петербург, ул. Съезжинская, д. 15-17","https://spb.postupi.online/vuz/sankt-peterburgskiy-filial-finansovogo-universiteta/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский университет Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий имени Героя Российской Федерации генерала армии Е.Н. Зиничева","Санкт-Петербургский университет Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий имени Героя Российской Федерации генерала армии Е.Н. Зиничева","university","Санкт-Петербург","Санкт-Петербург","https://igps.ru/","priemkom@igps.ru","+7 (812) 645-20-34","","","","","г. Санкт-Петербург, Московский пр-т, д. 149","https://spb.postupi.online/vuz/spb-ugps-mchs-rossii/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский национальный исследовательский Академический университет имени Ж.И. Алфёрова Российской академии наук (Алферовский университет)","Санкт-Петербургский национальный исследовательский Академический университет имени Ж.И. Алфёрова Российской академии наук (Алферовский университет)","university","Санкт-Петербург","Санкт-Петербург","http://spbau.ru/","priem@spbau.ru","+7 (812) 247-44-72, +7 (812) 448-85-94 (доб. 5075)","","","","","г. Санкт-Петербург, ул. Хлопина, д. 8, корп. 3, лит. А","https://spb.postupi.online/vuz/spbau-ran-akademicheskij-universitet/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный архитектурно-строительный университет","Санкт-Петербургский государственный архитектурно-строительный университет","university","Санкт-Петербург","Санкт-Петербург","http://www.spbgasu.ru","prc@spbgasu.ru","8-800-100-84-79, +7 (812) 316-11-23, 316-20-26","","","","","г. Санкт-Петербург, ул. 2-я Красноармейская, д. 4","https://spb.postupi.online/vuz/spbgasu/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный аграрный университет","Санкт-Петербургский государственный аграрный университет","university","Санкт-Петербург","Санкт-Петербург","https://spbgau.ru","pk_spbgau@mail.ru","+7 (812) 451-90-80, +7 (812) 612-12-67","","","","","Санкт-Петербург, г. Пушкин, Петербургское ш., д. 2","https://spb.postupi.online/vuz/spbgau/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный университет ветеринарной медицины","Санкт-Петербургский государственный университет ветеринарной медицины","university","Санкт-Петербург","Санкт-Петербург","https://spbguvm.ru/","priem@spbguvm.ru","+7 (812) 387-51-44","","","","","г. Санкт-Петербург, ул. Черниговская, д. 5","https://spb.postupi.online/vuz/spbgavm/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный электротехнический университет ЛЭТИ им. В.И. Ульянова (Ленина)","Санкт-Петербургский государственный электротехнический университет ЛЭТИ им. В.И. Ульянова (Ленина)","university","Санкт-Петербург","Санкт-Петербург","https://etu.ru/","prcom@etu.ru","+7 (812) 655-13-57; +7 (800) 550-43-35","","","","","г. Санкт-Петербург, ул. Профессора Попова, д. 5, корп. 5","https://spb.postupi.online/vuz/spbgetu-leti/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный экономический университет","Санкт-Петербургский государственный экономический университет","university","Санкт-Петербург","Санкт-Петербург","https://unecon.ru/","abitura@unecon.ru","+7 (812) 458-97-58","","","","","г. Санкт-Петербург, наб. канала Грибоедова, д. 30-32, лит. А","https://spb.postupi.online/vuz/spbgeu/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный институт культуры","Санкт-Петербургский государственный институт культуры","university","Санкт-Петербург","Санкт-Петербург","http://www.spbgik.ru","pk@spbgik.ru","+7 (812) 318-97-10","","","","","г. Санкт-Петербург, Миллионная ул., д. 1, лит. А (вход с Дворцовой наб., д. 2)","https://spb.postupi.online/vuz/spbgik/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный институт кино и телевидения","Санкт-Петербургский государственный институт кино и телевидения","university","Санкт-Петербург","Санкт-Петербург","https://www.gikit.ru/","priem@gikit.ru","+7 (812) 315-74-83, +7 (812) 319-35-01 (доб. 1000)","","","","","г. Санкт-Петербург, ул. Правды, д. 13","https://spb.postupi.online/vuz/spbgikit/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный институт психологии и социальной работы","Санкт-Петербургский государственный институт психологии и социальной работы","university","Санкт-Петербург","Санкт-Петербург","http://www.psysocwork.ru/","priem@gipsr.ru","+7 (812) 323-07-70","","","","","г. Санкт-Петербург, 12-я линия В. О., д. 13, лит. А","https://spb.postupi.online/vuz/spbgipsr/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургская государственная консерватория им. Н.А. Римского-Корсакова","Санкт-Петербургская государственная консерватория им. Н.А. Римского-Корсакова","university","Санкт-Петербург","Санкт-Петербург","http://www.conservatory.ru/","abiturient@conservatory.ru","+7 (812) 644-99-38","","","","","г. Санкт-Петербург, ул. Глинки, д. 2","https://spb.postupi.online/vuz/spbgk-im-n-a-rimskogo-korsakova/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова","Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова","university","Санкт-Петербург","Санкт-Петербург","https://spbftu.ru/","pricom@spbftu.ru","+7 (812) 217-92-97","","","","","г. Санкт-Петербург, Институтский пер., д. 5, лит. Б","https://spb.postupi.online/vuz/spbgltu-im-kirova/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный морской технический университет","Санкт-Петербургский государственный морской технический университет","university","Санкт-Петербург","Санкт-Петербург","https://www.smtu.ru/","priem@smtu.ru","+7 (812) 757-16-77, +7 (812) 757-05-77","","","","","г. Санкт-Петербург, Ленинский пр-т, д. 101","https://spb.postupi.online/vuz/spbgmtu/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный педиатрический медицинский университет","Санкт-Петербургский государственный педиатрический медицинский университет","university","Санкт-Петербург","Санкт-Петербург","https://gpmu.org/","priem@gpmu.org","+7 (812) 416-54-44","","","","","г. Санкт-Петербург, ул. Литовская, д. 2","https://spb.postupi.online/vuz/spbgpmu/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный технологический институт (технический университет)","Санкт-Петербургский государственный технологический институт (технический университет)","university","Санкт-Петербург","Санкт-Петербург","https://technolog.edu.ru/","abitur@spbti.ru","+7 (812) 316-13-12, +7 (812) 494-92-94","","","","","г. Санкт-Петербург, Московский пр., д. 26","https://spb.postupi.online/vuz/spbgti-tu/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный университет гражданской авиации имени Главного маршала авиации А.А. Новикова","Санкт-Петербургский государственный университет гражданской авиации имени Главного маршала авиации А.А. Новикова","university","Санкт-Петербург","Санкт-Петербург","https://spbguga.ru/","7041557@mail.ru","+7 (812) 678-98-00","","","","","г. Санкт-Петербург, ул. Пилотов, д. 38","https://spb.postupi.online/vuz/spbgu-ga/","2026-07-07T00:34:00.161Z"
"СПбГУ - Санкт-Петербургский государственный университет","СПбГУ - Санкт-Петербургский государственный университет","university","Санкт-Петербург","Санкт-Петербург","https://abiturient.spbu.ru","abiturient@spbu.ru","+7 (812) 994-64-43, +7 (931) 334-64-43","","","","","г. Санкт-Петербург, Университетская наб., д. 7-9","https://spb.postupi.online/vuz/spbgu/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский Гуманитарный университет профсоюзов","Санкт-Петербургский Гуманитарный университет профсоюзов","university","Санкт-Петербург","Санкт-Петербург","http://www.gup.ru","pricom@gup.ru","8 (800) 333-52-02","","","","","г. Санкт-Петербург, ул. Фучика, д. 15","https://spb.postupi.online/vuz/spbgup/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный университет промышленных технологий и дизайна","Санкт-Петербургский государственный университет промышленных технологий и дизайна","university","Санкт-Петербург","Санкт-Петербург","https://sutd.ru/","priemcom@sutd.ru","+7 (812) 317-14-14","","","","","г. Санкт-Петербург, ул. Большая Морская, д. 18","https://spb.postupi.online/vuz/spbguptd/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича","Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича","university","Санкт-Петербург","Санкт-Петербург","http://www.sut.ru","pk@sut.ru","+7 (812) 305-12-18; +7 (800) 550-41-72","","","","","г. Санкт-Петербург, пр. Большевиков, д. 22, корп. 1","https://spb.postupi.online/vuz/spbgut-im-bonch-bruevicha/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский институт экономики и управления","Санкт-Петербургский институт экономики и управления","university","Санкт-Петербург","Санкт-Петербург","https://spbiem.ru/","spbiem@yandex.ru","+7 (812) 635-10-00","","","","","г. Санкт-Петербург, Крапивный пер., д. 5","https://spb.postupi.online/vuz/spbieu/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский медико-социальный институт","Санкт-Петербургский медико-социальный институт","university","Санкт-Петербург","Санкт-Петербург","https://medinstitut.org/","abiturient@medinstitut.org","8 (800) 550-25-25 (доб. 8), +7(812) 974-23-24","","","","","г. Санкт-Петербург, Кондратьевский пр., д. 72, лит. А","https://spb.postupi.online/vuz/spbmsi/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский политехнический университет Петра Великого","Санкт-Петербургский политехнический университет Петра Великого","university","Санкт-Петербург","Санкт-Петербург","http://www.spbstu.ru","abitur@spbstu.ru","+7 (812) 775-05-30 (для звонков из Санкт-Петербурга), +7 (800) 707-18-99 (для звонков из любого региона РФ, звонок бесплатный)","","","","","г. Санкт-Петербург, ул. Политехническая, д. 29","https://spb.postupi.online/vuz/spbpu/","2026-07-07T00:34:00.161Z"
"Северо-Западный университет","Северо-Западный университет","university","Санкт-Петербург","Санкт-Петербург","https://szu.ru/","priem@szu.ru","+7 (812) 500-51-72, +7 (812) 500-60-69","","","","","г. Санкт-Петербург, ул. Кавалергардская, д. 7, лит. А","https://spb.postupi.online/vuz/spbrsi/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский университет технологий управления и экономики","Санкт-Петербургский университет технологий управления и экономики","university","Санкт-Петербург","Санкт-Петербург","http://www.spbume.ru","priem@spbacu.ru","8 (800) 600-86-76","","","","","г. Санкт-Петербург, Лермонтовский пр., д. 44, лит. А","https://spb.postupi.online/vuz/spbutuie/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургская государственная художественно-промышленная академия имени А.Л. Штиглица","Санкт-Петербургская государственная художественно-промышленная академия имени А.Л. Штиглица","university","Санкт-Петербург","Санкт-Петербург","http://www.ghpa.ru/","priem@ghpa.ru","+7 (812) 273-29-93","","","","","г. Санкт-Петербург, Соляной переулок, д.13","https://spb.postupi.online/vuz/spghpa-im-a-l-shtiglica/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургская юридическая академия","Санкт-Петербургская юридическая академия","university","Санкт-Петербург","Санкт-Петербург","https://jurac.ru/","priem@ jurac.ru","+7 (812) 677-00-07; +7 (921) 951-34-33; +7 (921) 564-31-01","","","","","г. Санкт-Петербург, пр. Обуховской Обороны, д. 114, лит. А","https://spb.postupi.online/vuz/syua/","2026-07-07T00:34:00.161Z"
"Северо-Западный государственный медицинский университет имени И.И. Мечникова","Северо-Западный государственный медицинский университет имени И.И. Мечникова","university","Санкт-Петербург","Санкт-Петербург","http://szgmu.ru/","3035053@szgmu.ru","+7 (812) 303-50-53","","","","","г. Санкт-Петербург, Пискаревский пр., д. 47","https://spb.postupi.online/vuz/szgmu-im-mechnikova/","2026-07-07T00:34:00.161Z"
"РАНХиГС Санкт-Петербург","РАНХиГС Санкт-Петербург","university","Санкт-Петербург","Санкт-Петербург","https://priem.spb.ranepa.ru/","priem-sziu@ranepa.ru","+ 7 (812) 335-94-84; +7 (921) 097-62-11","","","","","г. Санкт-Петербург, Средний пр. В. О., д. 57/43","https://spb.postupi.online/vuz/sziu-ranhigs/","2026-07-07T00:34:00.161Z"
"Санкт-Петербургский университет Федеральной службы исполнения наказаний","Санкт-Петербургский университет Федеральной службы исполнения наказаний","university","Санкт-Петербург","Санкт-Петербург","https://spbu.fsin.gov.ru/","priemspbu@fsin.gov.ru","+7 (812) 416-56-11, +7 (812) 416-56-19, +7 (812) 416-56-08, +7 (812) 416-56-15","","","","","г. Санкт-Петербург, г. Пушкин, ул. Сапёрная, д. 34, лит. А","https://spb.postupi.online/vuz/universitet-fsin-rossii/","2026-07-07T00:34:00.161Z"
"Национальный исследовательский университет ИТМО","Национальный исследовательский университет ИТМО","university","Санкт-Петербург","Санкт-Петербург","https://abit.itmo.ru/","abit@itmo.ru","+7 (812) 480-04-80","","","","","г. Санкт-Петербург, Кронверкский пр., д. 49","https://spb.postupi.online/vuz/universitet-itmo/","2026-07-07T00:34:00.161Z"
"Университет при Межпарламентской Ассамблее ЕврАзЭС","Университет при Межпарламентской Ассамблее ЕврАзЭС","university","Санкт-Петербург","Санкт-Петербург","https://miep.spb.ru/","miep.priem@mail.ru","+7 (812) 640-80-00","","","","","г. Санкт-Петербург, ул. Смолячкова, д. 16, лит. С","https://spb.postupi.online/vuz/universitet-pri-mpa-evrazes/","2026-07-07T00:34:00.161Z"
"Высшая школа менеджмента СПбГУ","Высшая школа менеджмента СПбГУ","university","Санкт-Петербург","Санкт-Петербург","http://gsom.spbu.ru/","abitur@gsom.spbu.ru","+7 (812) 457-11-17; +7 (812) 363-60-00 (доб. 7055)","","","","","г. Санкт-Петербург, Волховский пер., д. 3","https://spb.postupi.online/vuz/vshm-spbgu/","2026-07-07T00:34:00.161Z"
"Высший художественно-технический институт","Высший художественно-технический институт","university","Санкт-Петербург","Санкт-Петербург","https://vhutein.ru/","abiturient@vhutein.ru","8 (800) 250-88-13","","","","","г. Санкт-Петербург, ул. Моховая, д. 40","https://spb.postupi.online/vuz/vxutein/","2026-07-07T00:34:00.161Z"
"Российский университет традиционных художественных промыслов","Российский университет традиционных художественных промыслов","university","Санкт-Петербург","Санкт-Петербург","http://www.vshni.ru","vshni_priem@mail.ru","+7 (812) 710-49-13","","","","","г. Санкт-Петербург, наб. канала Грибоедова, д. 2, лит. А","https://spb.postupi.online/vuz/vysshaya-shkola-narodnyh-iskusstv-institut/","2026-07-07T00:34:00.161Z"
