name,full_name,type,city,region,website,admissions_email,phone_main,phone_admissions,vk_url,telegram_url,max_url,address,source_url,parsed_at
"Институт кино и телевидения (ГИТР)","Институт кино и телевидения (ГИТР)","university","Москва","Москва","https://gitr.ru/","mail@gitr.ru","+7 (495) 787-68-15","","","","","г. Москва, Хорошевское ш., д. 32. лит. А","https://msk.postupi.online/vuz/gitr/","2026-07-08T20:19:37.483Z"
"Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова","Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова","university","Москва","Москва","http://www.ippolitovka.ru/","priem@ippolitovka.ru","+7 (495) 911-95-24; +7 (495) 911-29-51 (доб. 118, 119)","","","","","г. Москва, ул. Марксистская, д. 36","https://msk.postupi.online/vuz/gmpi-im-m-m-ippolitova-ivanova/","2026-07-08T20:19:37.483Z"
"Государственный институт русского языка им. А.С. Пушкина","Государственный институт русского языка им. А.С. Пушкина","university","Москва","Москва","http://www.pushkin.institute/","abiturient@pushkin.institute","+7 (495) 335-11-33; +7 (915) 326-10-55","","","","","г. Москва, ул. Академика Волгина, д. 6","https://msk.postupi.online/vuz/gos-irya-im-a-s-pushkina/","2026-07-08T20:19:37.483Z"
"Государственный университет управления","Государственный университет управления","university","Москва","Москва","https://guu.ru/","priem@guu.ru","+7 (495) 371-00-55, 377-89-14","","","","","г. Москва, Рязанский пр., д. 99","https://msk.postupi.online/vuz/guu/","2026-07-08T20:19:37.483Z"
"Государственный университет по землеустройству","Государственный университет по землеустройству","university","Москва","Москва","https://www.guz.ru/","pk@guz.ru","+7 (495) 249-92-49","","","","","г. Москва, ул. Казакова, д. 15","https://msk.postupi.online/vuz/guz/","2026-07-08T20:19:37.483Z"
"Институт деловой карьеры","Институт деловой карьеры","university","Москва","Москва","https://www.ideka.ru/","priem@ideka.ru","+7 (495) 676-37-02, +7 (495) 676-57-22","","","","","г. Москва, ул. Нижегородская, д. 32, стр. 5","https://msk.postupi.online/vuz/ideka/","2026-07-08T20:19:37.483Z"
"Институт современного образования и информационных технологий","Институт современного образования и информационных технологий","university","Москва","Москва","https://imeit.ru/","abiturient@imeit.ru","+7 (495) 795-00-10","","","","","г. Москва, ул. Ибрагимова, д. 31, корп. 1","https://msk.postupi.online/vuz/ieik/","2026-07-08T20:19:37.483Z"
"Институт государственного администрирования","Институт государственного администрирования","university","Москва","Москва","https://iga.ru/","priem_iga@mail.ru","+7 (499) 131-99-79, 131-91-88","","","","","г. Москва, Ленинский пр-т, д. 80","https://msk.postupi.online/vuz/iga/","2026-07-08T20:19:37.483Z"
"Институт гуманитарного образования и информационных технологий","Институт гуманитарного образования и информационных технологий","university","Москва","Москва","https://igumo.ru/institut/","priem-igumo@igumo.ru","+7 (495) 603-85-77","","","","","г. Москва, ул. Верхняя Первомайская, д. 53","https://msk.postupi.online/vuz/igumo/","2026-07-08T20:19:37.483Z"
"Университет мировых цивилизаций имени В.В. Жириновского","Университет мировых цивилизаций имени В.В. Жириновского","university","Москва","Москва","https://uwc-z.ru/","priem@uwc-i.ru","+7 (495) 632-17-70, +7 (919) 998-34-99, 8 (800) 234-77-20","","","","","г. Москва, Ленинский пр., д. 1/2, к. 1","https://msk.postupi.online/vuz/imc/","2026-07-08T20:19:37.483Z"
"Институт международных экономических связей","Институт международных экономических связей","university","Москва","Москва","https://imes.su/","priem@imes.su","+7 (499) 112-43-47, 348-20-00 (доб. 114)","","","","","г. Москва, ул. Мосфильмовская, д. 35","https://msk.postupi.online/vuz/imes/","2026-07-08T20:19:37.483Z"
"Московский университет имени А.С. Грибоедова","Московский университет имени А.С. Грибоедова","university","Москва","Москва","http://iile.ru","priem.impe@iile.ru","+7 (495) 673-74-15, 8 (800) 555-31-72","","","","","111396, г. Москва, Зеленый пр., д. 66А","https://msk.postupi.online/vuz/impe-griboedova/","2026-07-08T20:19:37.483Z"
"Институт стран Востока","Институт стран Востока","university","Москва","Москва","http://www.orun.ru/","entrance@orun.ru","+7 (499) 724-59-65; +7 (985) 111-16-04","","","","","г. Москва, ул. Профсоюзная, д. 23","https://msk.postupi.online/vuz/institut-stran-vostoka/","2026-07-08T20:19:37.483Z"
"Инженерно-экономический институт Национального исследовательского университета МЭИ","Инженерно-экономический институт Национального исследовательского университета МЭИ","university","Москва","Москва","https://inei.mpei.ru/","inei@mpei.ru","+7 (495) 362-72-55, 362-77-77","","","","","г. Москва, ул. Красноказарменная, д. 14, стр. 1","https://msk.postupi.online/vuz/inzhenerno-ekonomicheskiy-institut-mei/","2026-07-08T20:19:37.483Z"
"Институт современного искусства","Институт современного искусства","university","Москва","Москва","http://www.isi-vuz.ru/","pk-isi@mail.ru","+7 (495) 136-36-07","","","","","г. Москва, ул. Новозаводская, д. 27, лит. А","https://msk.postupi.online/vuz/isi/","2026-07-08T20:19:37.483Z"
"Московский институт театрального искусства имени народного артиста СССР И. Д. Кобзона","Московский институт театрального искусства имени народного артиста СССР И. Д. Кобзона","university","Москва","Москва","https://mos-iti.ru/","postupi@mos-iti.ru","+7 (495) 955-70-95; +7 (929) 647-83-97","","","","","г. Москва, ул. Ботаническая, д. 21","https://msk.postupi.online/vuz/iti/","2026-07-08T20:19:37.483Z"
"Институт традиционного прикладного искусства - Московский филиал Российского университета традиционных художественных промыслов","Институт традиционного прикладного искусства - Московский филиал Российского университета традиционных художественных промыслов","university","Москва","Москва","http://www.itpi-mf.ru/","info@itpi-mf.ru","+7 (495) 395-27-67, +7 (495) 395-27-30","","","","","г. Москва, ул. Мусы Джалиля, д., 14, корп. 2","https://msk.postupi.online/vuz/itpi-vshni/","2026-07-08T20:19:37.483Z"
"Институт законодательства и сравнительного правоведения при Правительстве Российской Федерации","Институт законодательства и сравнительного правоведения при Правительстве Российской Федерации","university","Москва","Москва","https://izak.ru/","magistr@izak.ru","+7 (495) 627-04-26","","","","","г. Москва, Большой Харитоньевский пер., д. 22/24","https://msk.postupi.online/vuz/izisp/","2026-07-08T20:19:37.483Z"
"Институт бизнеса и дизайна","Институт бизнеса и дизайна","university","Москва","Москва","https://obe.ru/","pk@obe.ru","+7 (495) 787-55-77","","","","","г. Москва, Протопоповский пер., д. 9 стр. 1","https://msk.postupi.online/vuz/litinstitut-biznesa-i-dizajna/","2026-07-08T20:19:37.483Z"
"Литературный институт имени A.M. Горького","Литературный институт имени A.M. Горького","university","Москва","Москва","http://litinstitut.ru/","priem@litinstitut.ru","+7 (495) 694-12-87","","","","","г. Москва, Тверской б-р, д. 25","https://msk.postupi.online/vuz/litinstitut-im-a-m-gorkogo/","2026-07-08T20:19:37.483Z"
"Московский автомобильно-дорожный государственный технический университет (МАДИ)","Московский автомобильно-дорожный государственный технический университет (МАДИ)","university","Москва","Москва","http://www.madi.ru","priem@madi.ru","+7 (499) 346-01-69, 346-01-68","","","","","г. Москва, Ленинградский пр., д. 64","https://msk.postupi.online/vuz/madi-gtu/","2026-07-08T20:19:37.483Z"
"Московский авиационный институт (национальный исследовательский университет) (МАИ)","Московский авиационный институт (национальный исследовательский университет) (МАИ)","university","Москва","Москва","https://priem.mai.ru/","priem@mai.ru","+7 (499) 110-16-71, 158-46-91","","","","","г. Москва, Волоколамское шоссе, д. 4, корп. 6","https://msk.postupi.online/vuz/mai-niu/","2026-07-08T20:19:37.483Z"
"Московский экономический институт","Московский экономический институт","university","Москва","Москва","http://www.noumei.ru/","priem@noumei.ru","+7 (499) 113-09-41","","","","","г. Москва, ул. Артюхиной, д. 6, корп. 1","https://msk.postupi.online/vuz/mai/","2026-07-08T20:19:37.483Z"
"Московский архитектурный институт (государственная академия)","Московский архитектурный институт (государственная академия)","university","Москва","Москва","http://www.marhi.ru","prk@markhi.ru","+7 (495) 625-74-00, 621-78-28","","","","","г. Москва, ул. Рождественка, д. 11/4, к. 1, стр. 4","https://msk.postupi.online/vuz/marhi/","2026-07-08T20:19:37.483Z"
"Национальный исследовательский университет МЭИ","Национальный исследовательский университет МЭИ","university","Москва","Москва","https://mpei.ru/Pages/default.aspx","pk@mpei.ru","+7 (495) 362-77-77","","","","","г. Москва, ул. Красноказарменная, д.17","https://msk.postupi.online/vuz/mei/","2026-07-08T20:19:37.483Z"
"Московская государственная академия хореографии","Московская государственная академия хореографии","university","Москва","Москва","http://balletacademy.ru/","pedfak@balletacademy.ru","+7 (495) 609-14-56","","","","","г. Москва, ул. 2-я Фрунзенская, д. 5","https://msk.postupi.online/vuz/mgah/","2026-07-08T20:19:37.483Z"
"Московский государственный академический художественный институт имени В.И. Сурикова при Российской академии художеств","Московский государственный академический художественный институт имени В.И. Сурикова при Российской академии художеств","university","Москва","Москва","http://surikov-vuz.com","postupi-mgahi@mail.ru","+7 (495) 912-00-36, +7 (900) 143-28-26","","","","","г. Москва, Товарищеский пер., д. 30","https://msk.postupi.online/vuz/mgahi-im-v-i-surikova/","2026-07-08T20:19:37.483Z"
"Московская государственная академия ветеринарной медицины и биотехнологии – МВА имени К.И. Скрябина","Московская государственная академия ветеринарной медицины и биотехнологии – МВА имени К.И. Скрябина","university","Москва","Москва","http://www.mgavm.ru","priem_kom@mgavm.ru","+7 (495) 414-11-25, +7 (495) 377-93-32","","","","","г. Москва, ул. Академика Скрябина, д. 23","https://msk.postupi.online/vuz/mgavmib-im-k-i-skryabina/","2026-07-08T20:19:37.483Z"
"Московский гуманитарно-экономический университет","Московский гуманитарно-экономический университет","university","Москва","Москва","https://mgei.ru/","mgv.pk@mail.ru","+7 (499) 237-40-37, 237-47-24","","","","","г. Москва, Ленинский пр., д. 8, стр. 16","https://msk.postupi.online/vuz/mgeu/","2026-07-08T20:19:37.483Z"
"Российский государственный университет социальных технологий","Российский государственный университет социальных технологий","university","Москва","Москва","https://rgust.ru/","priem@rgust.ru","+7 (499) 748-32-20","","","","","г. Москва, ул. Лосиноостровская, д. 49","https://msk.postupi.online/vuz/mggeu/","2026-07-08T20:19:37.483Z"
"МГИИТ - Московский государственный университет спорта и туризма","МГИИТ - Московский государственный университет спорта и туризма","university","Москва","Москва","https://mgusit.mossport.ru/","priem@mgusit.ru","+7 (495) 388-78-66","","","","","г. Москва, ул. Кировоградская, д. 21, корп. 1","https://msk.postupi.online/vuz/mgifksit-im-yu-a-senkevicha/","2026-07-08T20:19:37.483Z"
"Московский государственный институт музыки имени А.Г. Шнитке","Московский государственный институт музыки имени А.Г. Шнитке","university","Москва","Москва","http://www.schnittke-mgim.ru/","priem-mgim@culture.mos.ru","+7 (499) 194-79-65","","","","","г. Москва, ул. Маршала Соколовского, д. 10","https://msk.postupi.online/vuz/mgim-im-a-g-shnitke/","2026-07-08T20:19:37.483Z"
"МГИМО - Московский государственный институт международных отношений (Университет) МИД России","МГИМО - Московский государственный институт международных отношений (Университет) МИД России","university","Москва","Москва","http://www.mgimo.ru","priem@id.mgimo.ru","+7 (495) 234-84-86","","","","","г. Москва, пр. Вернадского, д. 76","https://msk.postupi.online/vuz/mgimo/","2026-07-08T20:19:37.483Z"
"Московская государственная консерватория имени П.И. Чайковского","Московская государственная консерватория имени П.И. Чайковского","university","Москва","Москва","http://www.mosconsv.ru/","priem@mosconsv.ru","+7 (495) 690-60-92","","","","","г. Москва, ул. Большая Никитская, д. 13","https://msk.postupi.online/vuz/mgk-im-p-i-chajkovskogo/","2026-07-08T20:19:37.483Z"
"Московский государственный лингвистический университет","Московский государственный лингвистический университет","university","Москва","Москва","https://linguanet.ru/","prm@linguanet.ru","+7 (495) 637-55-97; +7 (499) 245-06-12","","","","","г. Москва, ул. Остоженка, д. 38, стр. 1","https://msk.postupi.online/vuz/mglu/","2026-07-08T20:19:37.483Z"
"Российский университет медицины Министерства здравоохранения Российской Федерации","Российский университет медицины Министерства здравоохранения Российской Федерации","university","Москва","Москва","https://rosunimed.ru/","priem_kom@rosunimed.ru","+7 (499) 251-65-66","","","","","г. Москва, ул. Долгоруковская, д. 4, стр. 3","https://msk.postupi.online/vuz/mgmsu-im-a-i-evdokimova/","2026-07-08T20:19:37.483Z"
"Государственный университет просвещения","Государственный университет просвещения","university","Москва","Москва","https://eduprosvet.ru","priemka@eduprosvet.ru","+7 (495) 780-09-40 (доб. 1161, 1446, 6423, 6424, 1443, 1414)","","","","","г. Москва, ул. Радио, д. 10, лит. А","https://msk.postupi.online/vuz/mgou/","2026-07-08T20:19:37.483Z"
"Московский государственный психолого-педагогический университет","Московский государственный психолого-педагогический университет","university","Москва","Москва","https://mgppu.ru/abitur","priem@mgppu.ru","+7 (495) 822-32-52, +7 (495) 632-98-66","","","","","г. Москва, ул. Сретенка, д. 29","https://msk.postupi.online/vuz/mgppu/","2026-07-08T20:19:37.483Z"
"Московский городской педагогический университет","Московский городской педагогический университет","university","Москва","Москва","https://www.mgpu.ru/","priem@mgpu.ru","+7 (495) 045-04-50","","","","","г. Москва, 2-й Сельскохозяйственный пр., д. 4, корп. 2","https://msk.postupi.online/vuz/mgpu/","2026-07-08T20:19:37.483Z"
"Российский государственный геологоразведочный университет имени Серго Орджоникидзе (МГРИ)","Российский государственный геологоразведочный университет имени Серго Орджоникидзе (МГРИ)","university","Москва","Москва","http://priem.mgri.ru","priem@mgri.ru","+7 (495) 228-00-86, 255-40-20","","","","","г. Москва, ул. Миклухо-Маклая, д. 23","https://msk.postupi.online/vuz/mgri-rggru-im-s-ordzhonikidze/","2026-07-08T20:19:37.483Z"
"Московский государственный технический университет гражданской авиации","Московский государственный технический университет гражданской авиации","university","Москва","Москва","http://www.mstuca.ru","pk@mstuca.ru","+7 (495) 647-30-00","","","","","г. Москва, Кронштадтский б-р, д. 20","https://msk.postupi.online/vuz/mgtu-ga/","2026-07-08T20:19:37.483Z"
"Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)","Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)","university","Москва","Москва","https://bmstu.ru/","abiturient@bmstu.ru","+7 (499) 263-65-41","","","","","г. Москва, ул. 2-я Бауманская, д. 5, стр. 1","https://msk.postupi.online/vuz/mgtu-im-n-e-baumana/","2026-07-08T20:19:37.483Z"
"МГУ - Московский государственный университет имени М.В. Ломоносова","МГУ - Московский государственный университет имени М.В. Ломоносова","university","Москва","Москва","https://msu.ru/","cpk@org.msu.ru","+7 (495) 939-13-89, 939-33-98","","","","","г. Москва, Ленинские горы, д. 1","https://msk.postupi.online/vuz/mgu/","2026-07-08T20:19:37.483Z"
"Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство)","Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство)","university","Москва","Москва","https://rguk.ru/","priem@rguk.ru","+7 (495) 811-00-01","","","","","г. Москва, ул. Малая Калужская, д. 1","https://msk.postupi.online/vuz/mgudt/","2026-07-08T20:19:37.483Z"
"Российский биотехнологический университет","Российский биотехнологический университет","university","Москва","Москва","https://rosbiotech.ru/","priem@mgupp.ru","+7 (499) 750-00-05; +7 (800) 550-36-02","","","","","г. Москва, ул. Врубеля, д. 12","https://msk.postupi.online/vuz/mgupp/","2026-07-08T20:19:37.483Z"
"Российский университет транспорта","Российский университет транспорта","university","Москва","Москва","https://rut-miit.ru","pk@rut-miit.ru","+7 (495) 260-23-32","","","","","г. Москва, ул. Новосущевская, д. 22, стр. 2","https://msk.postupi.online/vuz/mgups-miit/","2026-07-08T20:19:37.483Z"
"Московский государственный университет технологий и управления им. К.Г. Разумовского (Первый казачий университет)","Московский государственный университет технологий и управления им. К.Г. Разумовского (Первый казачий университет)","university","Москва","Москва","https://www.mgutm.ru/","priem@mgutm.ru","8 (800) 777-84-63, +7 (495) 640-54-36","","","","","г. Москва, ул. Земляной Вал, д. 73","https://msk.postupi.online/vuz/mgutu-im-k-g-razumovskogo/","2026-07-08T20:19:37.483Z"
"Университет Правительства Москвы","Университет Правительства Москвы","university","Москва","Москва","https://mguu.ru/","priem@mguu.ru","+7 (495) 957-91-32","","","","","г. Москва, ул. Сретенка, д. 28","https://msk.postupi.online/vuz/mguu/","2026-07-08T20:19:37.483Z"
"Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)","Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)","university","Москва","Москва","http://www.msal.ru","priem@msal.ru","+7 (800) 555-79-19; +7 (499) 244-88-88","","","","","г. Москва, ул. Садовая-Кудринская, д. 9","https://msk.postupi.online/vuz/mgyua-im-o-e-kutafina/","2026-07-08T20:19:37.483Z"
"Российский государственный художественно-промышленный университет им. С.Г. Строганова","Российский государственный художественно-промышленный университет им. С.Г. Строганова","university","Москва","Москва","https://академия-строганова.рф","priemkom@mghpu.ru","+7 (499) 158-26-05, +7 (985) 337-62-99","","","","","г. Москва, Волоколамское ш., д. 9","https://msk.postupi.online/vuz/mhpa-im-s-g-stroganova/","2026-07-08T20:19:37.483Z"
"Московский художественно-промышленный институт","Московский художественно-промышленный институт","university","Москва","Москва","https://mhpidesign.ru/","newstudent@mhpidesign.ru","+7 (495) 921-03-27, +7 (495) 921-03-42","","","","","г. Москва, Берсеневский переулок, д. 2, стр. 1","https://msk.postupi.online/vuz/mhpi/","2026-07-08T20:19:37.483Z"
"Национальный исследовательский университет Московский институт электронной техники","Национальный исследовательский университет Московский институт электронной техники","university","Москва","Москва","https://www.abiturient.ru/","abit@miee.ru","8 (800) 600-56-89, +7 (499) 729-75-04, +7 (499) 710-22-13","","","","","г. Москва, г. Зеленоград, пл. Шокина, д. 1","https://msk.postupi.online/vuz/miet/","2026-07-08T20:19:37.483Z"
"Московский государственный университет геодезии и картографии","Московский государственный университет геодезии и картографии","university","Москва","Москва","https://www.miigaik.ru/","pk@miigaik.ru","+7 (499) 267-15-45","","","","","г. Москва, Гороховский пер., д. 4","https://msk.postupi.online/vuz/miigaik/","2026-07-08T20:19:37.483Z"
"Московский институт психоанализа","Московский институт психоанализа","university","Москва","Москва","http://inpsycho.ru","vo@inpsycho.ru","8 (800) 555-80-04, +7 (495) 933-26-83","","","","","г. Москва, Кутузовский пр-т, д. 34, стр. 14","https://msk.postupi.online/vuz/mip/","2026-07-08T20:19:37.483Z"
"МИРЭА – Российский технологический университет","МИРЭА – Российский технологический университет","university","Москва","Москва","https://priem.mirea.ru/","pk@mirea.ru","+7 (499) 322-20-30","","","","","г. Москва, пр. Вернадского, д. 86, стр. 2","https://msk.postupi.online/vuz/mirea/","2026-07-08T20:19:37.483Z"
"Университет науки и технологий МИСИС","Университет науки и технологий МИСИС","university","Москва","Москва","https://misis.ru/","vopros@misis.ru","+7 (499) 649-44-80","","","","","г. Москва, Ленинский пр., д. 4, стр. 1","https://msk.postupi.online/vuz/misis/","2026-07-08T20:19:37.483Z"
"Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт","Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт","university","Москва","Москва","https://masi.ru/","pk@masi.ru","+7 (495) 925-53-53","","","","","г. Москва, ул. Введенского, д. 1, лит. А","https://msk.postupi.online/vuz/mitu-masi/","2026-07-08T20:19:37.483Z"
"Московский институт технологий и управления","Московский институт технологий и управления","university","Москва","Москва","https://mitu.msk.ru/","info@mitu.msk.ru","+7 (495) 648-62-26; 8 (800) 444-24-62","","","","","г. Москва, Дербеневская наб., д. 11","https://msk.postupi.online/vuz/mitu/","2026-07-08T20:19:37.483Z"
"Московский гуманитарный университет","Московский гуманитарный университет","university","Москва","Москва","http://mosgu.ru/","priemkom@mosgu.ru","+7 (499) 374-51-51; +7 (499) 374-78-83; +7 (499) 374-61-51","","","","","г. Москва, ул. Юности, д. 5","https://msk.postupi.online/vuz/mosgu/","2026-07-08T20:19:37.483Z"
"Московский медицинский университет Реавиз","Московский медицинский университет Реавиз","university","Москва","Москва","https://pk.reaviz.ru/mos/","priemmos@reaviz.com","8 (800) 600-24-00","","","","","г. Москва, ул. Профсоюзная, д. 27, корп. 2","https://msk.postupi.online/vuz/moskovskij-filial-reaviz/","2026-07-08T20:19:37.483Z"
"Московский филиал Российской международной академии туризма","Московский филиал Российской международной академии туризма","university","Москва","Москва","http://www.mf.rmat.ru/","priem.rmat@gmail.com","+7 (495) 737-71-55, +7 (916) 737-31-55","","","","","г. Москва, Измайловское ш., д. 71, корп. 4Г-Д, стр. 5","https://msk.postupi.online/vuz/moskovskij-filial-rmat/","2026-07-08T20:19:37.483Z"
"Московский финансово-юридический университет","Московский финансово-юридический университет","university","Москва","Москва","https://mfua.ru","pk@mfua.ru","+7 (499) 979-00-99, +7 (495) 221-10-01","","","","","г. Москва, ул. Введенского, д. 1, лит. А","https://msk.postupi.online/vuz/moskovskij-finansovo-yuridicheskij-universitet/","2026-07-08T20:19:37.483Z"
"Московский инновационный университет","Московский инновационный университет","university","Москва","Москва","http://www.miu-edu.ru/","moscow.priem@mail.ru","8 (800) 250-10-91; +7 (495) 953-11-65","","","","","г. Москва, ул. Краснобогатырская, д. 10","https://msk.postupi.online/vuz/moskovskij-innovacionnyj-universitet/","2026-07-08T20:19:37.483Z"
"Московский областной филиал Санкт-Петербургского Гуманитарного университета профсоюзов - Институт искусств и информационных технологий","Московский областной филиал Санкт-Петербургского Гуманитарного университета профсоюзов - Институт искусств и информационных технологий","university","Москва","Москва","https://msk.gup.ru/","msk.info@gup.ru","8 (800) 555-11-54, +7 (925) 917-87-00","","","","","Московская обл., Солнечногорский р-н, гп Менделеево, Льяловское шоссе, д. 1","https://msk.postupi.online/vuz/moskovskij-oblastnoj-filial-spbgup-iiiit/","2026-07-08T20:19:37.483Z"
"Московский политехнический университет","Московский политехнический университет","university","Москва","Москва","https://mospolytech.ru/","priem@mospolytech.ru","+7 (495) 223-05-23; 8 (800) 550-91-42","","","","","г. Москва, ул. Б. Семеновская, д. 38","https://msk.postupi.online/vuz/moskovskij-politeh/","2026-07-08T20:19:37.483Z"
"Московский педагогический государственный университет","Московский педагогический государственный университет","university","Москва","Москва","http://mpgu.su","priem@mpgu.su","+7 (499) 400-02-48, доб. 607, 610, 1645; +7 (495) 438-18-47; +7 (495) 438-18-57","","","","","г. Москва, пр. Вернадского, д. 88","https://msk.postupi.online/vuz/mpgu/","2026-07-08T20:19:37.483Z"
"Московский психолого-социальный университет","Московский психолого-социальный университет","university","Москва","Москва","http://www.mpsu.ru/","pk@mpsu.ru","+7 (495) 796-92-62 (доб. 1428, 1210, 1211, 1212)","","","","","г. Москва, 4-ый Рощинский пр., д. 9, лит. А","https://msk.postupi.online/vuz/mpsu/","2026-07-08T20:19:37.483Z"
"Московский социально-экономический институт","Московский социально-экономический институт","university","Москва","Москва","http://www.msei.ru/","mseipriemka@mail.ru","+7 (495) 372-20-79; +7 (925) 510-90-74","","","","","г. Москва, Ташкентская ул., д. 26, корп. 2","https://msk.postupi.online/vuz/msei/","2026-07-08T20:19:37.483Z"
"Московский социально-педагогический институт","Московский социально-педагогический институт","university","Москва","Москва","https://mspi.moscow/","priem@mspi-edu.ru","+7 (499) 963-80-71","","","","","г. Москва, ул. Фридриха Энгельса, д. 75, стр. 3","https://msk.postupi.online/vuz/mspi/","2026-07-08T20:19:37.483Z"
"Московский технологический институт","Московский технологический институт","university","Москва","Москва","https://mti.moscow/lp/edu/postupionline/","edu@mti.moscow","+7 (495) 280-76-89","","","","","г. Москва, Ленинградский пр., д. 80, к. 5","https://msk.postupi.online/vuz/mti/","2026-07-08T20:19:37.483Z"
"Московский технический университет связи и информатики","Московский технический университет связи и информатики","university","Москва","Москва","https://mtuci.ru/","pk@mtuci.ru","+7 (495) 673-36-25 (приемная комиссия)","","","","","г. Москва, ул. Авиамоторная, д. 8а","https://msk.postupi.online/vuz/mtusi/","2026-07-08T20:19:37.483Z"
"Московский университет имени С.Ю. Витте","Московский университет имени С.Ю. Витте","university","Москва","Москва","https://www.muiv.ru/","pk@muiv.ru","+7 (495) 500-03-63","","","","","г. Москва, 2-й Кожуховский пр., д. 12, стр. 1","https://msk.postupi.online/vuz/mu-im-s-yu-vitte/","2026-07-08T20:19:37.483Z"
